collect_time,GDY_1,GDY_2,GDY_3,GDY_4,GDY_5,GDY_6,GDY_7,GDY_8,GDY_9,GDY_10,GDY_11,GDY_12,GDY_13,GDY_14,GDY_15,GDY_16,GDY_17,GDY_18,GDY_19,GDY_20,GDY_21,GDY_22,GDY_23,GDY_24,GDY_25,GDY_26,GDY_27,GDY_28,GDY_30,GDY_31,GDY_32,GDY_34,GDY_35,GDY_36,GDY_37,GDY_38,GDY_39,GDY_40
2023-08-03 16:20:00,7.131720000000001,-1.1812039999999993,-6.380013540062109,16.92530030058225,-19.326055,25.399955,37.537620563131256,5.206284500000001,28.91074069717122,31.93188,-2.2668929999999996,12.805908000000002,6.6153910000000025,-8.0907245,10.421869999999998,0.03513949999999966,-13.225722486746763,-0.6696152013639853,-13.827571,-9.720028500000002,-17.934891815560803,1.151687763126633,-4.750559822718788,10.310949589401464,-21.3701408369884,5.835100783921085,-2.855729,13.341954999999999,-2.234301000000002,0.6161519999999996,14.617727,-21.620504500000003,2.0993829999999996,10.27499722335282,13.626113000000004,-9.677983000000001,-6.3375695,2.8555790000000005
2023-08-03 16:30:00,7.111325999999998,-1.1812039999999993,-6.309576315692176,16.96912900677394,-19.285524,25.554753000000005,37.65279817510334,3.4263309999999993,28.981418686232693,31.911954,-2.2464629999999985,12.797795,6.582513500000001,-8.094749500000002,10.429862499999999,-0.025146500000001737,-12.956163789897815,-0.6425129930870703,-13.819409,-9.621195999999998,-17.9049983592678,1.076820384391307,-5.039060655793829,11.904008337489849,-21.329524163787983,5.835358142477112,-2.8391685000000004,13.3563015,-2.250632000000003,0.6120749999999973,14.605664,-21.588014,2.059069000000001,10.269687272082265,13.644357499999998,-9.818577999999999,-6.354033,2.8739360000000005
2023-08-03 16:40:00,7.107247000000001,-1.1771519999999995,-4.144287500000004,16.99836279776438,-19.2325,25.619932,38.120667550413614,3.2097703710912278,29.059661609455986,31.888044,-2.230119000000002,12.783439000000001,6.5866229999999995,-8.122926,10.440162,-0.07739399999999819,-13.157849444724881,-0.6925732311549027,-13.815328,-9.617172,-17.94907752357256,1.1147598276873811,-4.768349682728026,10.946110079074398,-21.354724261676804,5.799666000363889,-2.8494685000000004,13.341954999999999,-2.2465495000000004,0.6202290000000019,14.605664,-21.5636465,2.067132000000001,10.341407313100355,13.691356999999996,-9.955155999999999,-6.362265,2.8457380000000008
2023-08-03 16:50:00,7.090932000000002,-1.169048,-4.190759,16.945939796627385,-19.236888,25.611784,38.00551588285112,3.9884950000000003,29.737616000000003,31.872104,-2.2382910000000003,12.785626999999995,6.582513500000001,-8.1430525,10.429862,-2.5209349496599174,-13.464659745604171,-0.7593654264459708,-13.807166,-9.607350500000003,-17.911538741925856,1.5362469999999995,-5.566505454305538,10.086836269241264,-19.8685765,5.801617999581204,-2.8678475,13.348208,-2.242466499999999,0.6161519999999996,14.597621,-21.502727,1.9703780000000002,10.261429614478274,13.7381465,-10.328096490887699,-6.337569,2.8296244999999995
2023-08-03 17:00:00,7.078695500000002,-1.1609440000000006,-4.196534999999997,16.983811843151088,-19.204463,25.717698999999996,37.70512631963645,3.921164,29.769892,31.840223,-2.217860999999999,12.785626999999995,6.553745499999998,-8.1511025,10.4441585,-2.474257542023512,-12.934581504447657,-0.7210530192676607,-13.7990045,-9.5872295,-17.908139030823897,1.5160485000000001,-5.32282340159583,9.660610201682736,-19.8743855,7.073071000000002,-2.8678475,13.344161,-2.2383839999999964,0.6161519999999996,14.589579,-21.4377465,1.9220010000000016,10.16904503009841,13.772913000000003,-10.439174075313378,-5.927656298092078,2.857823
2023-08-03 17:10:00,7.078695500000002,-1.156892000000001,-4.206330000000001,17.705129499999998,-19.163933,23.62723598073223,37.37535211811038,4.037379,29.830409500000002,31.816313,-2.2382910000000003,12.769402000000003,6.5414165,-8.1672035,10.429862499999999,-2.426669937238156,-12.88564182247867,-0.6307341135416991,-13.786762,-9.563084500000002,-17.90523690981004,1.4918104999999997,-5.865892556987557,9.027207915172418,-19.894522,7.060924,-2.865626999999999,13.311785999999998,-2.2669640000000015,0.5957684999999984,14.589579,-21.3849495,1.8816859999999984,10.122669143742378,13.789224000000004,-10.42207601872256,-5.941297758628609,2.8537944999999993
2023-08-03 17:20:00,7.082774499999999,-1.156892000000001,-4.232706999999998,17.955028,-18.766734,25.579195,37.77989464884504,3.88258,29.9433765,31.804357499999995,-2.205603,12.753177999999998,6.529087500000003,-8.191354999999998,10.4441585,-2.4806989372314554,-13.141173255292117,-0.7410990119678686,-13.772381500000002,-9.5469875,-17.932001402549023,1.4756520000000002,-5.409678542608145,10.264376399949882,-19.9146585,7.056875000000002,-2.8696670000000006,13.311785999999998,-2.2792129999999986,0.5794619999999995,14.581537,-21.352459,1.817184000000001,10.178706163105453,13.830002,-10.406281700443596,-6.3622645,2.881992499999999
2023-08-03 17:30:00,7.0619793999999985,-1.1614842666666672,-4.2393042333333355,17.89069983333333,-18.934755866666663,25.575936133333336,38.24474063562341,3.279238832655003,29.989907433333336,31.778853066666663,-2.183538600000002,12.744378900000005,6.522106133333338,-8.187866566666667,10.4392092,-2.509032371558284,-13.91513934908208,-0.8196929647612485,-13.7653078,-9.569427399999995,-17.974960989155544,1.4636544000000002,-5.201097784806972,8.57032078067111,-19.92238773333333,7.048531033333333,-2.8614661000000003,13.3314321,-2.271863599999996,0.590332933333336,14.573226666666663,-21.39117693333333,1.822021333333332,9.628364900000001,13.955423559313367,-10.422531292418764,-6.348132833333334,2.8815746000000004
2023-08-03 17:40:00,7.056540999999996,-1.1606738666666665,-4.254693766666669,17.928391166666664,-18.899089,25.568331933333326,37.379024116882235,3.332097025106896,30.03213526666667,31.75866203333333,-2.1723701999999996,12.734373733333335,6.512790833333334,-8.201552366666665,10.437118966666667,-2.3921562453469463,-13.052331298885383,-0.6579948333774226,-13.756588933333331,-9.560842433333335,-17.98306878059113,1.4519528,-4.336587807849401,10.2952332493409,-19.938615733333336,7.038027499999998,-2.8628126333333332,13.331848966666662,-2.27730746666667,0.5865280000000013,14.569741699999998,-21.374931766666663,1.7929951333333314,9.660843499999999,13.99905442935384,-10.542173600000002,-6.3496413,2.8860210666666664
2023-08-03 17:50:00,7.055596166666668,-1.1593231999999993,-4.269966166666663,17.966236733333332,-18.8666646,25.5444332,37.59776316383546,3.290053338465322,30.069790666666677,31.738471033333326,-2.1617466000000043,12.7240982,6.5062153333333335,-8.214969833333331,10.434229466666665,-2.5390045392135754,-13.622412152562873,-0.8003218717908211,-13.747325933333332,-9.559232766666668,-17.980586684151643,1.439833833333334,-5.199330969269372,9.025488100725148,-19.956454633333333,7.027793899999999,-2.8652632000000002,13.331848966666662,-2.2809759333333304,0.5824513000000024,14.566524766666666,-21.3627479,1.7704191999999992,9.693590499999999,13.993189060333577,-10.596537000000001,-6.346210733333334,2.8903179333333338
