collect_time,GDY_1,GDY_2,GDY_3,GDY_4,GDY_5,GDY_6,GDY_7,GDY_8,GDY_9,GDY_10,GDY_11,GDY_12,GDY_13,GDY_14,GDY_15,GDY_16,GDY_17,GDY_18,GDY_19,GDY_20,GDY_21,GDY_22,GDY_24,GDY_26,GDY_27,GDY_28,GDY_30,GDY_31,GDY_32,GDY_34,GDY_35,GDY_36,GDY_37,GDY_38,GDY_39,GDY_40
2023-11-20 09:10:00,62.285418,-7.074567,38.563983,66.650056,8.604589,86.773699,74.701689,6.042114,84.44234,79.652842,28.785593,40.528572,54.401016,22.501784,41.903284,51.554256,-25.088623,46.316002,-18.794093,30.134356798626968,22.36671,19.262586,69.264204,56.306833,4.680336,50.437114,50.923282,52.259613,39.780676,-14.69987,26.663313,50.977901,43.222634,30.934402,-12.108713,16.723696
2023-11-20 09:20:00,62.260946,-7.066463,38.547907,66.634083,8.596483,86.732963,74.685691,6.066556,84.434271,79.612991,28.785593,40.528572,54.376357,22.493733,41.887298,51.530142,-25.112904,46.303586,-18.794093,30.17287027993202,22.398442,19.262586,69.322399,56.274441,4.680336,50.457714,50.943882,52.210692,39.804803,-14.707992,26.639125,51.018164,43.243234,30.926368,-12.133408,16.723696
2023-11-20 09:30:00,62.24463,-7.066463,38.53183,66.634083,8.596483,86.708521,74.661694,6.025819,84.434271,79.636901,28.785593,40.512347,54.351699,22.509834,41.887298,51.530142,-25.137185,46.319955,-18.802254,30.056065416883854,22.374643,19.270666,69.374517,56.266344,4.664178,50.465808,50.943882,52.210692,39.788719,-14.707992,26.639125,50.985954,43.235078,30.918334,-12.125176,16.723696
2023-11-20 09:40:00,62.236473,-7.066463,38.523792,66.618109,8.588377,86.749257,74.649093,6.017672,84.44234,79.620961,28.785593,40.528572,54.359919,22.501784,41.871313,51.546218,-25.093035,46.352692,-18.794093,30.21219734240053,22.358777,19.278745,69.393315,56.258246,4.656099,50.473902,50.935717,52.226999,39.788719,-14.716115,26.631062,50.969849,43.243234,30.942436,-12.100481,16.715639
2023-11-20 09:50:00,62.220158,-7.058359,38.499678,66.618109,8.580271,86.708521,74.725686,6.025819,84.46294,79.636901,28.777421,40.504235,54.368138,22.485683,41.871313,51.53818,-25.028285,46.459089,-18.822854,30.13109107347278,22.382576,19.278745,69.440592,56.233952,4.648019,50.490089,50.927551,52.243306,39.788719,-14.716115,26.622999,50.969849,43.259545,30.958504,-12.116945,16.715639
2023-11-20 10:00:00,62.195685,-7.058359,38.49164,66.594149,8.564059,86.724816,74.665091,6.033967,84.44234,79.620961,28.777421,40.504235,54.359919,22.485683,41.871313,51.554256,-25.065073,46.532749,-18.822854,30.187164952794333,22.374643,19.294903,69.46423,56.266344,4.656099,50.498183,50.911219,52.210692,39.788719,-14.724237,26.631062,50.961796,43.259545,30.942436,-12.100481,16.715639
2023-11-20 10:10:00,62.163054,-7.058359,38.475563,66.602136,8.555953,86.74111,74.629699,6.017672,84.450409,79.628931,28.761077,40.496123,54.359919,22.429329,41.887298,51.514066,-25.084941,46.643099,-18.810416,30.05504559030444,22.358777,19.311062,69.47211,56.233952,4.664178,50.469489,50.894887,52.194385,39.845014,-14.707992,26.639125,50.953744,43.259545,30.966538,-12.116945,16.715639
2023-11-20 10:20:00,62.15489673333333,-7.0632214,38.456272066666656,66.59042233333332,8.540280733333331,86.69030980000001,74.64324206666667,6.132277333333333,84.4367202,79.61033413333331,28.7790554,40.486387933333326,54.26758399999999,22.413528400000004,41.87237846666666,51.49952973333334,-25.134729266666668,46.52878106666667,-18.802643933333336,30.02624999916386,22.382047133333337,19.35092000000001,69.46224920000002,56.19522459999999,4.720733133333334,50.41744213333333,50.8796196,52.285160200000014,39.83167666666667,-14.718280733333332,26.64479833333333,50.98112226666667,43.2758278,30.9777856,-12.114200666666669,16.718324799999998
2023-11-20 10:30:00,62.1364062,-7.062140866666666,38.44019579999999,66.5808384,8.533795866666667,86.67836046666666,74.63386980000001,6.149115066666667,84.43403053333331,79.6018326,28.7790554,40.47827566666667,54.240186,22.388066799999997,41.86918133333333,51.48851066666667,-25.148807133333328,46.53120853333333,-18.802929,30.18186216550414,22.382576000000007,19.362769666666672,69.48188786666668,56.17745666666666,4.729351133333334,50.41180093333334,50.870649533333335,52.28244233333333,39.8394838,-14.720446733333334,26.645335866666667,50.98112226666667,43.28209446666667,30.982606,-12.112554333333332,16.718324799999998
2023-11-20 10:40:00,62.119003266666674,-7.061600599999999,38.42465539999999,66.5712544,8.521906933333334,86.66858366666665,74.62800393333333,6.162693866666668,84.43134086666667,79.59439379999999,28.779055400000004,40.46854093333334,54.21169213333334,22.359921733333334,41.8675828,51.47534806666668,-25.16234546666666,46.53119,-18.803758200000004,30.102034307232593,22.3809894,19.37515800000001,69.49922280000001,56.1618482,4.737969133333333,50.4037072,50.85838846666666,52.28135520000001,39.84645373333333,-14.722071266666669,26.648023466666665,50.97843806666666,43.2880752,30.9901044,-12.109810400000002,16.718861933333333
2023-11-20 10:50:00,62.10214426666667,-7.061060333333332,38.40965093333333,66.56007313333333,8.507856333333335,86.6577206,74.62320460000001,6.174100133333334,84.42918913333332,79.583767,28.7790554,40.458806200000005,54.183475666666666,22.329629866666664,41.8654514,51.46111373333334,-25.174804599999995,46.5262608,-18.8034992,30.213965456368488,22.3809894,19.38646900000001,69.51518440000001,56.14354039999999,4.748741533333334,50.397232200000005,50.84804506666666,52.27972446666668,39.85479699999999,-14.7236958,26.65071106666667,50.97736439999999,43.29405593333333,30.9981384,-12.107615266666668,16.71993613333333
2023-11-20 11:00:00,62.08419753333335,-7.060520066666665,38.39357473333333,66.54889186666666,8.4986694,86.64359866666669,74.6171122666667,6.175186466666668,84.42596153333332,79.57367146666665,28.779055400000004,40.446367333333335,54.1514234,22.29772786666667,41.86278713333333,51.4425924,-25.190746666666666,46.51751226666667,-18.80378426666667,30.171975858856786,22.381518266666667,19.396702800000003,69.52884220000001,56.12336679999999,4.760591200000001,50.38913846666666,50.83770166666667,52.27591946666667,39.85962233333332,-14.7247788,26.65447373333333,50.97736439999999,43.29894926666667,31.00403,-12.105968933333337,16.721547466666667
2023-11-20 11:10:00,62.06516313333335,-7.059979799999998,38.37749846666666,66.5371782,8.4824572,86.63001980000003,74.60591373333335,6.173557000000001,84.42082260000001,79.56038793333332,28.779600200000004,40.43338766666667,54.11498746666667,22.2631424,41.85852426666666,51.42139173333335,-25.213163733333328,46.49839686666667,-18.80215193333333,29.96330265452254,22.378873866666662,19.406398000000003,69.53987346666666,56.10211353333333,4.772440866666668,50.379426,50.82681386666666,52.269396666666665,39.866893266666665,-14.7258618,26.65877393333333,50.97790119999999,43.30384260000001,31.007243599999995,-12.103225,16.7231588
